Code du departement;Libelle du departement;Code de la circonscription;Libelle de la circonscription;Inscrits;Abstentions;Votants;Blancs et nuls;Exprimes;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix
78;YVELINES;11;11eme circonscription;53275;30823;22452;531;21921;LXG;Liste Extreme gauche;BESANCENOT;665;LXG;Liste Extreme gauche;GLUCKSTEIN;123;LPC;Liste du Parti communiste;WURTZ;1575;LPS;Liste du Parti socialiste;DESIR;5967;LVE;Liste des Verts;LIPIETZ;1407;LDG;Liste Divers gauche;TAUBIRA;396;LEC;Liste ecologiste;CASTANY;66;LEC;Liste ecologiste;LEPAGE;796;LDV;Liste Divers;TAIEB;0;LDV;Liste Divers;OBERLIN;650;LDV;Liste Divers;KERSAUDY;47;LDV;Liste Divers;GUERARD;0;LDV;Liste Divers;BIDOU;30;LDV;Liste Divers;VIJAYARANGAN;10;LDV;Liste Divers;MIGUET;187;LDV;Liste Divers;HUNTZINGER-CALMON;0;LDV;Liste Divers;CHAVRIER;0;LDV;Liste Divers;CHEMINADE;30;LDV;Liste Divers;MENEZ;361;LDV;Liste Divers;DOGOUI;22;LDV;Liste Divers;ADELINE;8;LDV;Liste Divers;ZEBDI-GHORAB;7;LUMP;Liste Union pour un Mouvement Populaire;GAUBERT;3198;LUDF;Liste Union pour la democratie francaise;SARNEZ DE;2765;LDD;Liste Divers droite;COUTEAUX;1286;LDD;Liste Divers droite;PASQUA;582;LFN;Liste Front National;LE PEN;1676;LXD;Liste Extreme droite;BAY;67
78;YVELINES;12;12eme circonscription;66815;37701;29114;676;28438;LXG;Liste Extreme gauche;BESANCENOT;680;LXG;Liste Extreme gauche;GLUCKSTEIN;126;LPC;Liste du Parti communiste;WURTZ;1110;LPS;Liste du Parti socialiste;DESIR;6860;LVE;Liste des Verts;LIPIETZ;1960;LDG;Liste Divers gauche;TAUBIRA;364;LEC;Liste ecologiste;CASTANY;61;LEC;Liste ecologiste;LEPAGE;1286;LDV;Liste Divers;TAIEB;20;LDV;Liste Divers;ADELINE;28;LDV;Liste Divers;DOGOUI;19;LDV;Liste Divers;MENEZ;394;LDV;Liste Divers;CHEMINADE;44;LDV;Liste Divers;CHAVRIER;1;LDV;Liste Divers;MIGUET;206;LDV;Liste Divers;BIDOU;29;LDV;Liste Divers;VIJAYARANGAN;17;LDV;Liste Divers;HUNTZINGER-CALMON;0;LDV;Liste Divers;GUERARD;1;LDV;Liste Divers;KERSAUDY;75;LDV;Liste Divers;OBERLIN;496;LDV;Liste Divers;ZEBDI-GHORAB;0;LUMP;Liste Union pour un Mouvement Populaire;GAUBERT;5312;LUDF;Liste Union pour la democratie francaise;SARNEZ DE;4028;LDD;Liste Divers droite;COUTEAUX;1975;LDD;Liste Divers droite;PASQUA;964;LFN;Liste Front National;LE PEN;2309;LXD;Liste Extreme droite;BAY;73
79;DEUX SEVRES;1;1ere circonscription;61413;34924;26489;747;25742;LXG;Liste Extreme gauche;DEFRANCE;686;LXG;Liste Extreme gauche;LE PIVERT;274;LPC;Liste du Parti communiste;LE HYARIC;1109;LPS;Liste du Parti socialiste;POIGNANT;10191;LVE;Liste des Verts;AUBERT;2262;LDG;Liste Divers gauche;LE GUEN;320;LCP;Liste Chasse-Peche-Nature et Traditions;SANCHEZ;338;LDV;Liste Divers;DOIMI DE FRANKOPAN;3;LDV;Liste Divers;BIDOU;34;LDV;Liste Divers;CLOPEAU;77;LDV;Liste Divers;GUILLEMIN-LUGUE;0;LDV;Liste Divers;LE TALLEC;0;LDV;Liste Divers;BOLEN;164;LDV;Liste Divers;RESTIER;0;LDV;Liste Divers;REY-ROBERT;361;LUMP;Liste Union pour un Mouvement Populaire;BACHELOT;3808;LUDF;Liste Union pour la democratie francaise;MORILLON;2240;LDD;Liste Divers droite;HUNAULT;409;LDD;Liste Divers droite;VILLIERS DE;2557;LDD;Liste Divers droite;MONTENOT;0;LFN;Liste Front National;MARECHAL;909;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;DEUX SEVRES;2;2eme circonscription;70951;39760;31191;1369;29822;LXG;Liste Extreme gauche;DEFRANCE;794;LXG;Liste Extreme gauche;LE PIVERT;254;LPC;Liste du Parti communiste;LE HYARIC;1142;LPS;Liste du Parti socialiste;POIGNANT;10693;LVE;Liste des Verts;AUBERT;2029;LDG;Liste Divers gauche;LE GUEN;321;LCP;Liste Chasse-Peche-Nature et Traditions;SANCHEZ;853;LDV;Liste Divers;DOIMI DE FRANKOPAN;0;LDV;Liste Divers;GUILLEMIN-LUGUE;0;LDV;Liste Divers;RESTIER;0;LDV;Liste Divers;BIDOU;48;LDV;Liste Divers;BOLEN;254;LDV;Liste Divers;LE TALLEC;3;LDV;Liste Divers;CLOPEAU;51;LDV;Liste Divers;REY-ROBERT;538;LUMP;Liste Union pour un Mouvement Populaire;BACHELOT;4907;LUDF;Liste Union pour la democratie francaise;MORILLON;2425;LDD;Liste Divers droite;HUNAULT;514;LDD;Liste Divers droite;VILLIERS DE;3489;LDD;Liste Divers droite;MONTENOT;0;LFN;Liste Front National;MARECHAL;1507;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;DEUX SEVRES;3;3eme circonscription;61404;33584;27820;1366;26454;LXG;Liste Extreme gauche;DEFRANCE;477;LXG;Liste Extreme gauche;LE PIVERT;214;LPC;Liste du Parti communiste;LE HYARIC;695;LPS;Liste du Parti socialiste;POIGNANT;7394;LVE;Liste des Verts;AUBERT;1593;LDG;Liste Divers gauche;LE GUEN;278;LCP;Liste Chasse-Peche-Nature et Traditions;SANCHEZ;643;LDV;Liste Divers;DOIMI DE FRANKOPAN;1;LDV;Liste Divers;REY-ROBERT;466;LDV;Liste Divers;GUILLEMIN-LUGUE;0;LDV;Liste Divers;RESTIER;0;LDV;Liste Divers;BIDOU;37;LDV;Liste Divers;BOLEN;224;LDV;Liste Divers;LE TALLEC;0;LDV;Liste Divers;CLOPEAU;49;LUMP;Liste Union pour un Mouvement Populaire;BACHELOT;6155;LUDF;Liste Union pour la democratie francaise;MORILLON;2230;LDD;Liste Divers droite;HUNAULT;686;LDD;Liste Divers droite;VILLIERS DE;4180;LDD;Liste Divers droite;MONTENOT;0;LFN;Liste Front National;MARECHAL;1132;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;DEUX SEVRES;4;4eme circonscription;69635;40221;29414;1369;28045;LXG;Liste Extreme gauche;DEFRANCE;472;LXG;Liste Extreme gauche;LE PIVERT;201;LPC;Liste du Parti communiste;LE HYARIC;655;LPS;Liste du Parti socialiste;POIGNANT;7706;LVE;Liste des Verts;AUBERT;1598;LDG;Liste Divers gauche;LE GUEN;255;LCP;Liste Chasse-Peche-Nature et Traditions;SANCHEZ;573;LDV;Liste Divers;DOIMI DE FRANKOPAN;0;LDV;Liste Divers;CLOPEAU;33;LDV;Liste Divers;LE TALLEC;1;LDV;Liste Divers;BOLEN;229;LDV;Liste Divers;BIDOU;51;LDV;Liste Divers;RESTIER;0;LDV;Liste Divers;GUILLEMIN-LUGUE;0;LDV;Liste Divers;REY-ROBERT;485;LUMP;Liste Union pour un Mouvement Populaire;BACHELOT;5976;LUDF;Liste Union pour la democratie francaise;MORILLON;2545;LDD;Liste Divers droite;HUNAULT;641;LDD;Liste Divers droite;VILLIERS DE;5518;LDD;Liste Divers droite;MONTENOT;0;LFN;Liste Front National;MARECHAL;1106;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;SOMME;1;1ere circonscription;57695;34671;23024;756;22268;LXG;Liste Extreme gauche;BAUDRIN;749;LXG;Liste Extreme gauche;REITZMAN;272;LPC;Liste du Parti communiste;HENIN;3086;LPS;Liste du Parti socialiste;WEBER;6421;LVE;Liste des Verts;FLAUTRE;1393;LDG;Liste Divers gauche;DUQUENNE;208;LCP;Liste Chasse-Peche-Nature et Traditions;VERGY;768;LDV;Liste Divers;VAN OMMESLAEGHE;2;LDV;Liste Divers;HUGON;3;LDV;Liste Divers;KURZYK;215;LDV;Liste Divers;PACAUD;47;LDV;Liste Divers;GERNIGON;0;LDV;Liste Divers;SUEUR;432;LDV;Liste Divers;AUGER;0;LUMP;Liste Union pour un Mouvement Populaire;SAIFI;1193;LUDF;Liste Union pour la democratie francaise;BOURLANGES;3442;LDD;Liste Divers droite;BUTEL;1092;LDD;Liste Divers droite;HERNU;260;LFN;Liste Front National;LANG;2685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;SOMME;2;2eme circonscription;61874;34406;27468;651;26817;LXG;Liste Extreme gauche;BAUDRIN;766;LXG;Liste Extreme gauche;REITZMAN;237;LPC;Liste du Parti communiste;HENIN;1599;LPS;Liste du Parti socialiste;WEBER;7459;LVE;Liste des Verts;FLAUTRE;2461;LDG;Liste Divers gauche;DUQUENNE;205;LCP;Liste Chasse-Peche-Nature et Traditions;VERGY;465;LDV;Liste Divers;VAN OMMESLAEGHE;8;LDV;Liste Divers;HUGON;8;LDV;Liste Divers;KURZYK;180;LDV;Liste Divers;PACAUD;37;LDV;Liste Divers;GERNIGON;4;LDV;Liste Divers;SUEUR;438;LDV;Liste Divers;AUGER;0;LUMP;Liste Union pour un Mouvement Populaire;SAIFI;2298;LUDF;Liste Union pour la democratie francaise;BOURLANGES;6424;LDD;Liste Divers droite;BUTEL;1582;LDD;Liste Divers droite;HERNU;305;LFN;Liste Front National;LANG;2341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;SOMME;3;3eme circonscription;67788;33767;34021;1643;32378;LXG;Liste Extreme gauche;BAUDRIN;979;LXG;Liste Extreme gauche;REITZMAN;327;LPC;Liste du Parti communiste;HENIN;3597;LPS;Liste du Parti socialiste;WEBER;9245;LVE;Liste des Verts;FLAUTRE;1013;LDG;Liste Divers gauche;DUQUENNE;180;LCP;Liste Chasse-Peche-Nature et Traditions;VERGY;2623;LDV;Liste Divers;VAN OMMESLAEGHE;16;LDV;Liste Divers;HUGON;9;LDV;Liste Divers;KURZYK;308;LDV;Liste Divers;PACAUD;54;LDV;Liste Divers;GERNIGON;3;LDV;Liste Divers;SUEUR;499;LDV;Liste Divers;AUGER;0;LUMP;Liste Union pour un Mouvement Populaire;SAIFI;3256;LUDF;Liste Union pour la democratie francaise;BOURLANGES;3259;LDD;Liste Divers droite;BUTEL;2932;LDD;Liste Divers droite;HERNU;431;LFN;Liste Front National;LANG;3647;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;SOMME;4;4eme circonscription;71832;38556;33276;1569;31707;LXG;Liste Extreme gauche;BAUDRIN;994;LXG;Liste Extreme gauche;REITZMAN;375;LPC;Liste du Parti communiste;HENIN;1787;LPS;Liste du Parti socialiste;WEBER;8503;LVE;Liste des Verts;FLAUTRE;1120;LDG;Liste Divers gauche;DUQUENNE;247;LCP;Liste Chasse-Peche-Nature et Traditions;VERGY;2466;LDV;Liste Divers;VAN OMMESLAEGHE;5;LDV;Liste Divers;HUGON;2;LDV;Liste Divers;KURZYK;364;LDV;Liste Divers;PACAUD;56;LDV;Liste Divers;GERNIGON;0;LDV;Liste Divers;SUEUR;574;LDV;Liste Divers;AUGER;0;LUMP;Liste Union pour un Mouvement Populaire;SAIFI;3214;LUDF;Liste Union pour la democratie francaise;BOURLANGES;3593;LDD;Liste Divers droite;BUTEL;3976;LDD;Liste Divers droite;HERNU;447;LFN;Liste Front National;LANG;3984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;SOMME;5;5eme circonscription;65102;35097;30005;1275;28730;LXG;Liste Extreme gauche;BAUDRIN;1000;LXG;Liste Extreme gauche;REITZMAN;437;LPC;Liste du Parti communiste;HENIN;1791;LPS;Liste du Parti socialiste;WEBER;7882;LVE;Liste des Verts;FLAUTRE;1139;LDG;Liste Divers gauche;DUQUENNE;221;LCP;Liste Chasse-Peche-Nature et Traditions;VERGY;1329;LDV;Liste Divers;VAN OMMESLAEGHE;2;LDV;Liste Divers;HUGON;4;LDV;Liste Divers;KURZYK;342;LDV;Liste Divers;PACAUD;65;LDV;Liste Divers;GERNIGON;4;LDV;Liste Divers;SUEUR;564;LDV;Liste Divers;AUGER;0;LUMP;Liste Union pour un Mouvement Populaire;SAIFI;2795;LUDF;Liste Union pour la democratie francaise;BOURLANGES;4203;LDD;Liste Divers droite;BUTEL;2218;LDD;Liste Divers droite;HERNU;501;LFN;Liste Front National;LANG;4233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;SOMME;6;6eme circonscription;76445;41351;35094;1484;33610;LXG;Liste Extreme gauche;BAUDRIN;1043;LXG;Liste Extreme gauche;REITZMAN;401;LPC;Liste du Parti communiste;HENIN;1719;LPS;Liste du Parti socialiste;WEBER;9369;LVE;Liste des Verts;FLAUTRE;1949;LDG;Liste Divers gauche;DUQUENNE;255;LCP;Liste Chasse-Peche-Nature et Traditions;VERGY;1496;LDV;Liste Divers;VAN OMMESLAEGHE;13;LDV;Liste Divers;HUGON;12;LDV;Liste Divers;KURZYK;392;LDV;Liste Divers;PACAUD;97;LDV;Liste Divers;GERNIGON;3;LDV;Liste Divers;SUEUR;639;LDV;Liste Divers;AUGER;0;LUMP;Liste Union pour un Mouvement Populaire;SAIFI;3277;LUDF;Liste Union pour la democratie francaise;BOURLANGES;4973;LDD;Liste Divers droite;BUTEL;2845;LDD;Liste Divers droite;HERNU;564;LFN;Liste Front National;LANG;4563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;TARN;1;1ere circonscription;56110;27295;28815;1782;27033;LXG;Liste Extreme gauche;KRIVINE;763;LXG;Liste Extreme gauche;CHEVALIER;234;LPC;Liste du Parti communiste;POLO;2254;LPS;Liste du Parti socialiste;ARIF;10056;LVE;Liste des Verts;ONESTA;2278;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;84;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;775;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;CISSE;0;LDV;Liste Divers;SALADIN;3;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;MANSOURI;1;LDV;Liste Divers;ROY;227;LDV;Liste Divers;LANGHI;41;LDV;Liste Divers;SORDES;2;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;GARRIGUES;574;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;3083;LUDF;Liste Union pour la democratie francaise;CAVADA;3084;LDD;Liste Divers droite;LECONTE;1003;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;504;LFN;Liste Front National;MARTINEZ;1978;LXD;Liste Extreme droite;SOUVILLE;89;;;;;;;;
81;TARN;2;2eme circonscription;75751;38869;36882;1869;35013;LXG;Liste Extreme gauche;KRIVINE;783;LXG;Liste Extreme gauche;CHEVALIER;315;LPC;Liste du Parti communiste;POLO;1660;LPS;Liste du Parti socialiste;ARIF;10998;LVE;Liste des Verts;ONESTA;3321;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;138;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;937;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;JOUBERT;1;LDV;Liste Divers;MANSOURI;1;LDV;Liste Divers;LANGHI;58;LDV;Liste Divers;ROY;276;LDV;Liste Divers;SORDES;1;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;CISSE;0;LDV;Liste Divers;GARRIGUES;649;LDV;Liste Divers;SALADIN;2;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;5306;LUDF;Liste Union pour la democratie francaise;CAVADA;4859;LDD;Liste Divers droite;LECONTE;1687;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;759;LFN;Liste Front National;MARTINEZ;3140;LXD;Liste Extreme droite;SOUVILLE;122;;;;;;;;
81;TARN;3;3eme circonscription;58069;29503;28566;1680;26886;LXG;Liste Extreme gauche;KRIVINE;551;LXG;Liste Extreme gauche;CHEVALIER;235;LPC;Liste du Parti communiste;POLO;989;LPS;Liste du Parti socialiste;ARIF;7565;LVE;Liste des Verts;ONESTA;1867;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;76;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;810;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;GARRIGUES;548;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;LANGHI;59;LDV;Liste Divers;ROY;231;LDV;Liste Divers;MANSOURI;1;LDV;Liste Divers;JOUBERT;1;LDV;Liste Divers;SALADIN;3;LDV;Liste Divers;CISSE;0;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;4531;LUDF;Liste Union pour la democratie francaise;CAVADA;4538;LDD;Liste Divers droite;LECONTE;1584;LDD;Liste Divers droite;SCHEIWILLER;1;LDD;Liste Divers droite;ABITBOL;770;LFN;Liste Front National;MARTINEZ;2433;LXD;Liste Extreme droite;SOUVILLE;93;;;;;;;;
81;TARN;4;4eme circonscription;75114;36800;38314;1995;36319;LXG;Liste Extreme gauche;KRIVINE;844;LXG;Liste Extreme gauche;CHEVALIER;353;LPC;Liste du Parti communiste;POLO;1603;LPS;Liste du Parti socialiste;ARIF;10861;LVE;Liste des Verts;ONESTA;2697;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;159;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;1228;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;MANSOURI;2;LDV;Liste Divers;LANGHI;77;LDV;Liste Divers;ROY;347;LDV;Liste Divers;SORDES;1;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;CISSE;0;LDV;Liste Divers;SALADIN;7;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;GARRIGUES;689;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;5126;LUDF;Liste Union pour la democratie francaise;CAVADA;6062;LDD;Liste Divers droite;LECONTE;1837;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;874;LFN;Liste Front National;MARTINEZ;3417;LXD;Liste Extreme droite;SOUVILLE;135;;;;;;;;
82;TARN ET GARONNE;1;1ere circonscription;77191;40216;36975;1833;35142;LXG;Liste Extreme gauche;KRIVINE;851;LXG;Liste Extreme gauche;CHEVALIER;270;LPC;Liste du Parti communiste;POLO;1576;LPS;Liste du Parti socialiste;ARIF;10016;LVE;Liste des Verts;ONESTA;2994;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;114;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;1355;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;SALADIN;93;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;MANSOURI;0;LDV;Liste Divers;LANGHI;40;LDV;Liste Divers;ROY;316;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;GARRIGUES;828;LDV;Liste Divers;CISSE;0;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;5974;LUDF;Liste Union pour la democratie francaise;CAVADA;4627;LDD;Liste Divers droite;LECONTE;1684;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;889;LFN;Liste Front National;MARTINEZ;3366;LXD;Liste Extreme droite;SOUVILLE;149;;;;;;;;
82;TARN ET GARONNE;2;2eme circonscription;79749;43593;36156;2070;34086;LXG;Liste Extreme gauche;KRIVINE;874;LXG;Liste Extreme gauche;CHEVALIER;299;LPC;Liste du Parti communiste;POLO;1852;LPS;Liste du Parti socialiste;ARIF;9534;LVE;Liste des Verts;ONESTA;2326;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;145;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;1968;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;LANGHI;57;LDV;Liste Divers;ROY;379;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;SALADIN;111;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;MANSOURI;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;GARRIGUES;721;LDV;Liste Divers;CISSE;0;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;4899;LUDF;Liste Union pour la democratie francaise;CAVADA;4098;LDD;Liste Divers droite;LECONTE;1679;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;884;LFN;Liste Front National;MARTINEZ;4091;LXD;Liste Extreme droite;SOUVILLE;169;;;;;;;;
83;VAR;1;1ere circonscription;50377;31698;18679;419;18260;LXG;Liste Extreme gauche;VACHETTA;311;LXG;Liste Extreme gauche;MIRGUET;109;LPC;Liste du Parti communiste;GOMEZ;742;LPS;Liste du Parti socialiste;ROCARD;4432;LVE;Liste des Verts;BENNAHMIAS;841;LRG;Liste regionaliste;ANTHOINE;1;LCP;Liste Chasse-Peche-Nature et Traditions;VIDAL-DAUMAS;133;LDV;Liste Divers;AUDIC;0;LDV;Liste Divers;FRAYSSE ;0;LDV;Liste Divers;DELAGE;128;LDV;Liste Divers;LAURELLI;20;LDV;Liste Divers;SANMARTIN;0;LDV;Liste Divers;GARINO;2;LDV;Liste Divers;KERDO;43;LDV;Liste Divers;GOVERNATORI;248;LUMP;Liste Union pour un Mouvement Populaire;GROSSETETE;3934;LUDF;Liste Union pour la democratie francaise;CORNILLET;2104;LDD;Liste Divers droite;LOUIS;1504;LDD;Liste Divers droite;LALLOUETTE;0;LDD;Liste Divers droite;MARCHIANI;682;LFN;Liste Front National;LE PEN;2856;LXD;Liste Extreme droite;VAUZELLE;170;;;;;;;;;;;;;;;;;;;;;;;;
83;VAR;2;2eme circonscription;54409;34965;19444;537;18907;LXG;Liste Extreme gauche;VACHETTA;402;LXG;Liste Extreme gauche;MIRGUET;150;LPC;Liste du Parti communiste;GOMEZ;1010;LPS;Liste du Parti socialiste;ROCARD;5162;LVE;Liste des Verts;BENNAHMIAS;1040;LRG;Liste regionaliste;ANTHOINE;0;LCP;Liste Chasse-Peche-Nature et Traditions;VIDAL-DAUMAS;266;LDV;Liste Divers;AUDIC;0;LDV;Liste Divers;SANMARTIN;2;LDV;Liste Divers;LAURELLI;33;LDV;Liste Divers;DELAGE;142;LDV;Liste Divers;FRAYSSE ;0;LDV;Liste Divers;KERDO;35;LDV;Liste Divers;GOVERNATORI;295;LDV;Liste Divers;GARINO;3;LUMP;Liste Union pour un Mouvement Populaire;GROSSETETE;3488;LUDF;Liste Union pour la democratie francaise;CORNILLET;1971;LDD;Liste Divers droite;LOUIS;1336;LDD;Liste Divers droite;LALLOUETTE;0;LDD;Liste Divers droite;MARCHIANI;633;LFN;Liste Front National;LE PEN;2752;LXD;Liste Extreme droite;VAUZELLE;187;;;;;;;;;;;;;;;;;;;;;;;;
83;VAR;3;3eme circonscription;105823;65684;40139;1027;39112;LXG;Liste Extreme gauche;VACHETTA;747;LXG;Liste Extreme gauche;MIRGUET;216;LPC;Liste du Parti communiste;GOMEZ;1919;LPS;Liste du Parti socialiste;ROCARD;10124;LVE;Liste des Verts;BENNAHMIAS;2258;LRG;Liste regionaliste;ANTHOINE;1;LCP;Liste Chasse-Peche-Nature et Traditions;VIDAL-DAUMAS;671;LDV;Liste Divers;AUDIC;0;LDV;Liste Divers;GOVERNATORI;586;LDV;Liste Divers;FRAYSSE ;0;LDV;Liste Divers;DELAGE;322;LDV;Liste Divers;LAURELLI;63;LDV;Liste Divers;SANMARTIN;4;LDV;Liste Divers;GARINO;12;LDV;Liste Divers;KERDO;0;LUMP;Liste Union pour un Mouvement Populaire;GROSSETETE;7654;LUDF;Liste Union pour la democratie francaise;CORNILLET;4276;LDD;Liste Divers droite;LOUIS;3103;LDD;Liste Divers droite;LALLOUETTE;1;LDD;Liste Divers droite;MARCHIANI;1082;LFN;Liste Front National;LE PEN;5710;LXD;Liste Extreme droite;VAUZELLE;363;;;;;;;;;;;;;;;;;;;;;;;;
83;VAR;4;4eme circonscription;110757;65314;45443;1231;44212;LXG;Liste Extreme gauche;VACHETTA;854;LXG;Liste Extreme gauche;MIRGUET;196;LPC;Liste du Parti communiste;GOMEZ;1320;LPS;Liste du Parti socialiste;ROCARD;11227;LVE;Liste des Verts;BENNAHMIAS;2440;LRG;Liste regionaliste;ANTHOINE;1;LCP;Liste Chasse-Peche-Nature et Traditions;VIDAL-DAUMAS;1477;LDV;Liste Divers;AUDIC;0;LDV;Liste Divers;GOVERNATORI;820;LDV;Liste Divers;FRAYSSE ;0;LDV;Liste Divers;DELAGE;417;LDV;Liste Divers;LAURELLI;42;LDV;Liste Divers;SANMARTIN;1;LDV;Liste Divers;GARINO;15;LDV;Liste Divers;KERDO;0;LUMP;Liste Union pour un Mouvement Populaire;GROSSETETE;8526;LUDF;Liste Union pour la democratie francaise;CORNILLET;4404;LDD;Liste Divers droite;LOUIS;3694;LDD;Liste Divers droite;LALLOUETTE;0;LDD;Liste Divers droite;MARCHIANI;1410;LFN;Liste Front National;LE PEN;6964;LXD;Liste Extreme droite;VAUZELLE;404;;;;;;;;;;;;;;;;;;;;;;;;
