Code du département;Libellé du département;Code de la circonscription;Libellé de la circonscription;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimes;% Exp/Ins;% Exp/Vot;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp
68;HAUT RHIN;4;4ème circonscription;64488;22107;34.28;42381;65.72;2215;3.43;5.23;40166;62.28;94.77;COM;677;1.05;1.69;SOC;3678;5.7;9.16;MAJ;3268;5.07;8.14;VEC;4356;6.75;10.84;REG;3065;4.75;7.63;DIV;1553;2.41;3.87;RPR;18944;29.38;47.16;FRN;4625;7.17;11.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;HAUT RHIN;5;5ème circonscription;52719;18577;35.24;34142;64.76;1607;3.05;4.71;32535;61.71;95.29;EXG;424;0.8;1.3;COM;597;1.13;1.83;SOC;7732;14.67;23.77;MAJ;312;0.59;0.96;VEC;3257;6.18;10.01;DIV;1135;2.15;3.49;DIV;121;0.23;0.37;UDF;1136;2.15;3.49;UDF;9315;17.67;28.63;DVD;469;0.89;1.44;FRN;6921;13.13;21.27;EXD;1116;2.12;3.43;;;;;;;;;;;;;;;;
68;HAUT RHIN;6;6ème circonscription;67765;22662;33.44;45103;66.56;2339;3.45;5.19;42764;63.11;94.81;EXG;1702;2.51;3.98;EXG;906;1.34;2.12;COM;1161;1.71;2.71;SOC;6942;10.24;16.23;GEC;3686;5.44;8.62;DIV;2237;3.3;5.23;UDF;18394;27.14;43.01;FRN;7736;11.42;18.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;HAUT RHIN;7;7ème circonscription;64013;19271;30.1;44742;69.9;2893;4.52;6.47;41849;65.38;93.53;EXG;1115;1.74;2.66;COM;1380;2.16;3.3;SOC;9642;15.06;23.04;VEC;7158;11.18;17.1;DIV;682;1.07;1.63;RPR;12619;19.71;30.15;DVD;1331;2.08;3.18;DVD;759;1.19;1.81;FRN;7163;11.19;17.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;RHONE;1;1ère circonscription;54555;18421;33.77;36134;66.23;1559;2.86;4.31;34575;63.38;95.69;EXG;811;1.49;2.35;COM;2394;4.39;6.92;RDG;5003;9.17;14.47;MAJ;1079;1.98;3.12;GEC;3776;6.92;10.92;DIV;1018;1.87;2.94;DIV;93;0.17;0.27;UDF;13560;24.86;39.22;DVD;452;0.83;1.31;DVD;421;0.77;1.22;FRN;5968;10.94;17.26;;;;;;;;;;;;;;;;;;;;
69;RHONE;2;2ème circonscription;63404;21054;33.21;42350;66.79;1403;2.21;3.31;40947;64.58;96.69;EXG;574;0.91;1.4;COM;1793;2.83;4.38;SOC;5407;8.53;13.2;MAJ;410;0.65;1;VEC;3708;5.85;9.06;DIV;919;1.45;2.24;DIV;93;0.15;0.23;DIV;344;0.54;0.84;RPR;11073;17.46;27.04;DVD;10827;17.08;26.44;DVD;186;0.29;0.45;DVD;237;0.37;0.58;DVD;0;0;0;FRN;5271;8.31;12.87;EXD;105;0.17;0.26;;;;
69;RHONE;3;3ème circonscription;57190;19541;34.17;37649;65.83;1404;2.45;3.73;36245;63.38;96.27;EXG;250;0.44;0.69;EXG;556;0.97;1.53;COM;2379;4.16;6.56;SOC;5340;9.34;14.73;GEC;2501;4.37;6.9;DIV;1090;1.91;3.01;DIV;617;1.08;1.7;UDF;9459;16.54;26.1;DVD;7805;13.65;21.53;FRN;6248;10.92;17.24;;;;;;;;;;;;;;;;;;;;;;;;
69;RHONE;4;4ème circonscription;62242;20184;32.43;42058;67.57;1620;2.6;3.85;40438;64.97;96.15;EXG;596;0.96;1.47;COM;1692;2.72;4.18;SOC;5615;9.02;13.89;GEC;3183;5.11;7.87;DIV;771;1.24;1.91;DIV;162;0.26;0.4;UDF;20295;32.61;50.19;DVD;1201;1.93;2.97;FRN;6923;11.12;17.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;RHONE;5;5ème circonscription;77060;23731;30.8;53329;69.2;2295;2.98;4.3;51034;66.23;95.7;COM;2495;3.24;4.89;SOC;7556;9.81;14.81;VEC;5914;7.67;11.59;DIV;1084;1.41;2.12;DIV;630;0.82;1.23;UDF;25177;32.67;49.33;FRN;8178;10.61;16.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;RHONE;6;6ème circonscription;61785;20489;33.16;41296;66.84;1624;2.63;3.93;39672;64.21;96.07;EXG;504;0.82;1.27;EXG;567;0.92;1.43;EXG;252;0.41;0.64;COM;2440;3.95;6.15;SOC;7676;12.42;19.35;MAJ;4488;7.26;11.31;VEC;3072;4.97;7.74;DIV;842;1.36;2.12;DIV;317;0.51;0.8;RPR;11970;19.37;30.17;DVD;362;0.59;0.91;FRN;7182;11.62;18.1;;;;;;;;;;;;;;;;
69;RHONE;7;7ème circonscription;57506;20994;36.51;36512;63.49;1387;2.41;3.8;35125;61.08;96.2;EXG;577;1;1.64;EXG;245;0.43;0.7;COM;3118;5.42;8.88;SOC;7546;13.12;21.48;MAJ;496;0.86;1.41;GEC;2611;4.54;7.43;DIV;502;0.87;1.43;DIV;405;0.7;1.15;DIV;436;0.76;1.24;UDF;11005;19.14;31.33;FRN;8184;14.23;23.3;;;;;;;;;;;;;;;;;;;;
69;RHONE;8;8ème circonscription;69894;20975;30.01;48919;69.99;2495;3.57;5.1;46424;66.42;94.9;EXG;956;1.37;2.06;COM;1941;2.78;4.18;MAJ;5034;7.2;10.84;VEC;3671;5.25;7.91;DIV;1563;2.24;3.37;UDF;26057;37.28;56.13;DVD;1102;1.58;2.37;FRN;6100;8.73;13.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;RHONE;9;9ème circonscription;67301;21929;32.58;45372;67.42;2032;3.02;4.48;43340;64.4;95.52;EXG;727;1.08;1.68;COM;2635;3.92;6.08;RDG;2782;4.13;6.42;GEC;3245;4.82;7.49;DIV;1126;1.67;2.6;RPR;7133;10.6;16.46;UDF;12751;18.95;29.42;DVD;4453;6.62;10.27;DVD;303;0.45;0.7;FRN;8185;12.16;18.89;;;;;;;;;;;;;;;;;;;;;;;;
69;RHONE;10;10ème circonscription;70780;20155;28.48;50625;71.52;2045;2.89;4.04;48580;68.64;95.96;COM;2045;2.89;4.21;SOC;5287;7.47;10.88;GEC;6213;8.78;12.79;DIV;618;0.87;1.27;RPR;20974;29.63;43.17;UDF;7430;10.5;15.29;FRN;6013;8.5;12.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;RHONE;11;11ème circonscription;65417;20050;30.65;45367;69.35;2279;3.48;5.02;43088;65.87;94.98;EXG;1023;1.56;2.37;COM;4959;7.58;11.51;SOC;7275;11.12;16.88;GEC;5348;8.18;12.41;DIV;150;0.23;0.35;RPR;16583;25.35;38.49;FRN;7750;11.85;17.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;RHONE;12;12ème circonscription;66176;20280;30.65;45896;69.35;1743;2.63;3.8;44153;66.72;96.2;EXG;736;1.11;1.67;COM;3753;5.67;8.5;SOC;7613;11.5;17.24;VEC;4556;6.88;10.32;DIV;1266;1.91;2.87;DIV;222;0.34;0.5;RPR;19754;29.85;44.74;FRN;6060;9.16;13.73;EXD;193;0.29;0.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;RHONE;13;13ème circonscription;76904;24518;31.88;52386;68.12;2058;2.68;3.93;50328;65.44;96.07;EXG;947;1.23;1.88;COM;3391;4.41;6.74;SOC;9981;12.98;19.83;VEC;4065;5.29;8.08;DIV;1803;2.34;3.58;UDF;11548;15.02;22.95;DVD;6238;8.11;12.39;FRN;12355;16.07;24.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;RHONE;14;14ème circonscription;46861;16924;36.12;29937;63.88;1532;3.27;5.12;28405;60.62;94.88;EXG;281;0.6;0.99;EXG;531;1.13;1.87;EXG;308;0.66;1.08;COM;6118;13.06;21.54;SOC;4910;10.48;17.29;VEC;1882;4.02;6.63;DIV;305;0.65;1.07;DIV;939;2;3.31;DIV;440;0.94;1.55;RPR;6673;14.24;23.49;DVD;0;0;0;FRN;6018;12.84;21.19;;;;;;;;;;;;;;;;
70;HAUTE SAONE;1;1ère circonscription;59311;15452;26.05;43859;73.95;2721;4.59;6.2;41138;69.36;93.8;EXG;1013;1.71;2.46;COM;2227;3.75;5.41;SOC;6869;11.58;16.7;VEC;2407;4.06;5.85;DIV;1432;2.41;3.48;RPR;22207;37.44;53.98;FRN;4983;8.4;12.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;HAUTE SAONE;2;2ème circonscription;57185;15527;27.15;41658;72.85;3352;5.86;8.05;38306;66.99;91.95;EXG;1104;1.93;2.88;COM;3333;5.83;8.7;SOC;11524;20.15;30.08;GEC;2374;4.15;6.2;DIV;1461;2.55;3.81;UDF;13142;22.98;34.31;FRN;5368;9.39;14.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;HAUTE SAONE;3;3ème circonscription;51765;14514;28.04;37251;71.96;3085;5.96;8.28;34166;66;91.72;COM;1671;3.23;4.89;MAJ;8016;15.49;23.46;GEC;2484;4.8;7.27;DIV;1031;1.99;3.02;DIV;343;0.66;1;RPR;16174;31.25;47.34;FRN;3973;7.68;11.63;EXD;474;0.92;1.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE ;1;1ère circonscription;60999;20568;33.72;40431;66.28;2461;4.03;6.09;37970;62.25;93.91;COM;2703;4.43;7.12;SOC;6149;10.08;16.19;VEC;2985;4.89;7.86;DIV;1015;1.66;2.67;RPR;10250;16.8;26.99;UDF;11023;18.07;29.03;DVD;207;0.34;0.55;FRN;3638;5.96;9.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE ;2;2ème circonscription;64704;20157;31.15;44547;68.85;2790;4.31;6.26;41757;64.54;93.74;COM;3535;5.46;8.47;SOC;7690;11.88;18.42;VEC;1993;3.08;4.77;DIV;1240;1.92;2.97;UDF;23233;35.91;55.64;DVD;963;1.49;2.31;FRN;3103;4.8;7.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE ;3;3ème circonscription;68678;20345;29.62;48333;70.38;3090;4.5;6.39;45243;65.88;93.61;EXG;906;1.32;2;COM;3127;4.55;6.91;SOC;13400;19.51;29.62;VEC;2445;3.56;5.4;DIV;1394;2.03;3.08;RPR;18128;26.4;40.07;DVD;574;0.84;1.27;FRN;5269;7.67;11.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE ;4;4ème circonscription;63518;21908;34.49;41610;65.51;2567;4.04;6.17;39043;61.47;93.83;EXG;651;1.02;1.67;COM;3594;5.66;9.21;SOC;9106;14.34;23.32;VEC;1152;1.81;2.95;DIV;1347;2.12;3.45;RPR;8551;13.46;21.9;UDF;4833;7.61;12.38;DVD;4735;7.45;12.13;DVD;753;1.19;1.93;DVD;418;0.66;1.07;FRN;3903;6.14;10;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE ;5;5ème circonscription;60466;19342;31.99;41124;68.01;2286;3.78;5.56;38838;64.23;94.44;EXG;773;1.28;1.99;COM;2816;4.66;7.25;SOC;6849;11.33;17.63;VEC;2902;4.8;7.47;DIV;1085;1.79;2.79;RPR;19836;32.81;51.07;FRN;4577;7.57;11.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;SAONE ET LOIRE ;6;6ème circonscription;78824;25750;32.67;53074;67.33;3903;4.95;7.35;49171;62.38;92.65;COM;4131;5.24;8.4;SOC;8566;10.87;17.42;VEC;3081;3.91;6.27;DIV;1573;2;3.2;UDF;26820;34.03;54.54;FRN;5000;6.34;10.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;SARTHE;1;1ère circonscription;65792;20657;31.4;45135;68.6;2929;4.45;6.49;42206;64.15;93.51;EXG;826;1.26;1.96;EXG;2487;3.78;5.89;COM;1934;2.94;4.58;SOC;4812;7.31;11.4;VEC;3029;4.6;7.18;DIV;1582;2.4;3.75;RPR;13665;20.77;32.38;UDF;9445;14.36;22.38;DVD;826;1.26;1.96;FRN;3600;5.47;8.53;;;;;;;;;;;;;;;;;;;;;;;;
72;SARTHE;2;2ème circonscription;79333;26710;33.67;52623;66.33;3838;4.84;7.29;48785;61.49;92.71;EXG;833;1.05;1.71;EXG;5131;6.47;10.52;EXG;805;1.01;1.65;COM;5626;7.09;11.53;SOC;8056;10.15;16.51;GEC;3352;4.23;6.87;DIV;2075;2.62;4.25;RPR;12694;16;26.02;UDF;5762;7.26;11.81;FRN;4451;5.61;9.12;;;;;;;;;;;;;;;;;;;;;;;;
72;SARTHE;3;3ème circonscription;77890;22157;28.45;55733;71.55;3983;5.11;7.15;51750;66.44;92.85;COM;3585;4.6;6.93;SOC;13594;17.45;26.27;GEC;3639;4.67;7.03;DIV;2090;2.68;4.04;RPR;13107;16.83;25.33;UDF;11566;14.85;22.35;DVD;0;0;0;FRN;4169;5.35;8.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;SARTHE;4;4ème circonscription;69667;20034;28.76;49633;71.24;2649;3.8;5.34;46984;67.44;94.66;EXG;1825;2.62;3.88;EXG;912;1.31;1.94;COM;3807;5.46;8.1;SOC;5586;8.02;11.89;VEC;2795;4.01;5.95;DIV;1566;2.25;3.33;RPR;27527;39.51;58.59;FRN;2966;4.26;6.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;SARTHE;5;5ème circonscription;81467;23788;29.2;57679;70.8;5684;6.98;9.85;51995;63.82;90.15;EXG;2124;2.61;4.09;COM;2062;2.53;3.97;SOC;12917;15.86;24.84;GEC;3785;4.65;7.28;DIV;1996;2.45;3.84;UDF;9120;11.19;17.54;DVD;15805;19.4;30.4;FRN;4186;5.14;8.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;SAVOIE;1;1ère circonscription;86292;27391;31.74;58901;68.26;2840;3.29;4.82;56061;64.97;95.18;COM;3449;4;6.15;SOC;14006;16.23;24.98;GEC;4733;5.48;8.44;DIV;1695;1.96;3.02;RPR;6406;7.42;11.43;UDF;17169;19.9;30.63;FRN;8120;9.41;14.48;EXD;483;0.56;0.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;SAVOIE;2;2ème circonscription;72931;25089;34.4;47842;65.6;1879;2.58;3.93;45963;63.02;96.07;COM;4887;6.7;10.63;SOC;3909;5.36;8.5;VEC;3259;4.47;7.09;DIV;975;1.34;2.12;RPR;27652;37.92;60.16;DVD;598;0.82;1.3;DVD;363;0.5;0.79;FRN;4320;5.92;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;SAVOIE;3;3ème circonscription;83179;27934;33.58;55245;66.42;2782;3.34;5.04;52463;63.07;94.96;EXG;844;1.01;1.61;EXG;847;1.02;1.61;COM;4807;5.78;9.16;SOC;11304;13.59;21.55;VEC;4742;5.7;9.04;DIV;1279;1.54;2.44;RPR;17929;21.55;34.17;DVD;4904;5.9;9.35;FRN;5807;6.98;11.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;HAUTE SAVOIE;1;1ère circonscription;77507;24735;31.91;52772;68.09;2822;3.64;5.35;49950;64.45;94.65;EXG;1088;1.4;2.18;COM;1890;2.44;3.78;SOC;6370;8.22;12.75;GEC;7999;10.32;16.01;RPR;14697;18.96;29.42;UDF;12239;15.79;24.5;FRN;5667;7.31;11.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;HAUTE SAVOIE;2;2ème circonscription;68221;21552;31.59;46669;68.41;2298;3.37;4.92;44371;65.04;95.08;COM;1877;2.75;4.23;SOC;5987;8.78;13.49;MAJ;2717;3.98;6.12;VEC;5417;7.94;12.21;DIV;71;0.1;0.16;DIV;276;0.4;0.62;UDF;21077;30.9;47.5;DVD;919;1.35;2.07;FRN;6030;8.84;13.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;HAUTE SAVOIE;3;3ème circonscription;67849;23603;34.79;44246;65.21;1839;2.71;4.16;42407;62.5;95.84;COM;1901;2.8;4.48;SOC;3832;5.65;9.04;GEC;3569;5.26;8.42;DIV;1301;1.92;3.07;RPR;5605;8.26;13.22;UDF;9447;13.92;22.28;DVD;1328;1.96;3.13;DVD;6862;10.11;16.18;FRN;8562;12.62;20.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;HAUTE SAVOIE;4;4ème circonscription;71767;25690;35.8;46077;64.2;2110;2.94;4.58;43967;61.26;95.42;COM;1610;2.24;3.66;MAJ;9038;12.59;20.56;MAJ;1113;1.55;2.53;VEC;5393;7.51;12.27;UDF;19819;27.62;45.08;FRN;6994;9.75;15.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;HAUTE SAVOIE;5;5ème circonscription;83258;28657;34.42;54601;65.58;3070;3.69;5.62;51531;61.89;94.38;COM;2559;3.07;4.97;SOC;7554;9.07;14.66;VEC;6515;7.83;12.64;REG;1206;1.45;2.34;RPR;18943;22.75;36.76;DVD;7671;9.21;14.89;FRN;7083;8.51;13.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;PARIS;1;1ère circonscription;58416;20527;35.14;37889;64.86;1069;1.83;2.82;36820;63.03;97.18;EXG;305;0.52;0.83;EXG;300;0.51;0.81;EXG;404;0.69;1.1;COM;1877;3.21;5.1;SOC;6571;11.25;17.85;MAJ;660;1.13;1.79;MAJ;87;0.15;0.24;MAJ;62;0.11;0.17;GEC;6293;10.77;17.09;DIV;261;0.45;0.71;DIV;206;0.35;0.56;UDF;15877;27.18;43.12;DVD;179;0.31;0.49;DVD;123;0.21;0.33;DVD;67;0.11;0.18;FRN;3256;5.57;8.84
75;PARIS;2;2ème circonscription;57746;16818;29.12;40928;70.88;1159;2.01;2.83;39769;68.87;97.17;EXG;643;1.11;1.62;COM;1489;2.58;3.74;SOC;6882;11.92;17.3;MAJ;731;1.27;1.84;GEC;3602;6.24;9.06;DIV;722;1.25;1.82;DIV;357;0.62;0.9;DIV;155;0.27;0.39;RPR;21342;36.96;53.66;DVD;148;0.26;0.37;DVD;286;0.5;0.72;DVD;270;0.47;0.68;FRN;2571;4.45;6.46;EXD;130;0.23;0.33;EXD;28;0.05;0.07;EXD;78;0.14;0.2
75;PARIS;3;3ème circonscription;47805;15242;31.88;32563;68.12;813;1.7;2.5;31750;66.42;97.5;COM;926;1.94;2.92;SOC;4372;9.15;13.77;MAJ;522;1.09;1.64;MAJ;72;0.15;0.23;GEC;2495;5.22;7.86;DIV;329;0.69;1.04;RPR;19076;39.9;60.08;DVD;184;0.38;0.58;DVD;480;1;1.51;DVD;262;0.55;0.83;FRN;2861;5.98;9.01;EXD;100;0.21;0.31;EXD;71;0.15;0.22;;;;;;;;;;;;
75;PARIS;4;4ème circonscription;54865;19685;35.88;35180;64.12;1045;1.9;2.97;34135;62.22;97.03;EXG;552;1.01;1.62;COM;1112;2.03;3.26;SOC;5589;10.19;16.37;GEC;2835;5.17;8.31;DIV;430;0.78;1.26;DIV;253;0.46;0.74;RPR;19143;34.89;56.08;DVD;111;0.2;0.33;DVD;143;0.26;0.42;FRN;3726;6.79;10.92;EXD;93;0.17;0.27;EXD;148;0.27;0.43;;;;;;;;;;;;;;;;
75;PARIS;5;5ème circonscription;42679;15678;36.73;27001;63.27;838;1.96;3.1;26163;61.3;96.9;EXG;652;1.53;2.49;COM;1911;4.48;7.3;SOC;4922;11.53;18.81;MAJ;496;1.16;1.9;MAJ;78;0.18;0.3;VEC;2550;5.97;9.75;DIV;342;0.8;1.31;DIV;242;0.57;0.92;RPR;10913;25.57;41.71;DVD;231;0.54;0.88;DVD;174;0.41;0.67;FRN;3456;8.1;13.21;EXD;196;0.46;0.75;;;;;;;;;;;;
75;PARIS;6;6ème circonscription;56524;20429;36.14;36095;63.86;1275;2.26;3.53;34820;61.6;96.47;EXG;891;1.58;2.56;EXG;547;0.97;1.57;COM;2546;4.5;7.31;SOC;9298;16.45;26.7;MAJ;114;0.2;0.33;GEC;3372;5.97;9.68;DIV;596;1.05;1.71;DIV;286;0.51;0.82;RPR;12058;21.33;34.63;DVD;199;0.35;0.57;FRN;4381;7.75;12.58;EXD;129;0.23;0.37;EXD;403;0.71;1.16;;;;;;;;;;;;
75;PARIS;7;7ème circonscription;56721;19697;34.73;37024;65.27;1202;2.12;3.25;35822;63.15;96.75;EXG;816;1.44;2.28;EXG;959;1.69;2.68;COM;2394;4.22;6.68;SOC;7499;13.22;20.93;MAJ;110;0.19;0.31;GEC;3284;5.79;9.17;DIV;524;0.92;1.46;DIV;195;0.34;0.54;RPR;15279;26.94;42.65;DVD;286;0.5;0.8;FRN;4083;7.2;11.4;EXD;327;0.58;0.91;EXD;66;0.12;0.18;;;;;;;;;;;;
75;PARIS;8;8ème circonscription;63464;20398;32.14;43066;67.86;1413;2.23;3.28;41653;65.63;96.72;EXG;759;1.2;1.82;EXG;320;0.5;0.77;COM;2209;3.48;5.3;SOC;7261;11.44;17.43;MAJ;744;1.17;1.79;VEC;4309;6.79;10.34;DIV;918;1.45;2.2;RPR;19408;30.58;46.59;DVD;524;0.83;1.26;DVD;576;0.91;1.38;FRN;4574;7.21;10.98;EXD;51;0.08;0.12;;;;;;;;;;;;;;;;
75;PARIS;9;9ème circonscription;52190;17029;32.63;35161;67.37;1280;2.45;3.64;33881;64.92;96.36;EXG;306;0.59;0.9;EXG;190;0.36;0.56;EXG;528;1.01;1.56;EXG;496;0.95;1.46;EXG;134;0.26;0.4;COM;3021;5.79;8.92;SOC;7852;15.05;23.18;MAJ;86;0.16;0.25;GEC;2855;5.47;8.43;DIV;531;1.02;1.57;DIV;222;0.43;0.66;RPR;13434;25.74;39.65;DVD;173;0.33;0.51;FRN;3484;6.68;10.28;EXD;79;0.15;0.23;EXD;65;0.12;0.19
75;PARIS;10;10ème circonscription;59156;18384;31.08;40772;68.92;1238;2.09;3.04;39534;66.83;96.96;EXG;831;1.4;2.1;EXG;678;1.15;1.71;COM;2436;4.12;6.16;SOC;8182;13.83;20.7;MAJ;900;1.52;2.28;MAJ;182;0.31;0.46;VEC;4134;6.99;10.46;DIV;572;0.97;1.45;RPR;17759;30.02;44.92;DVD;237;0.4;0.6;FRN;3496;5.91;8.84;EXD;127;0.21;0.32;;;;;;;;;;;;;;;;
75;PARIS;11;11ème circonscription;55228;18347;33.22;36881;66.78;1245;2.25;3.38;35636;64.53;96.62;EXG;419;0.76;1.18;COM;2274;4.12;6.38;SOC;7301;13.22;20.49;MAJ;816;1.48;2.29;MAJ;195;0.35;0.55;VEC;3674;6.65;10.31;DIV;570;1.03;1.6;RPR;15683;28.4;44.01;DVD;135;0.24;0.38;FRN;3920;7.1;11;EXD;107;0.19;0.3;EXD;110;0.2;0.31;EXD;432;0.78;1.21;;;;;;;;;;;;
75;PARIS;12;12ème circonscription;63486;20115;31.68;43371;68.32;1167;1.84;2.69;42204;66.48;97.31;EXG;548;0.86;1.3;EXG;163;0.26;0.39;COM;1234;1.94;2.92;SOC;7077;11.15;16.77;MAJ;558;0.88;1.32;GEC;3376;5.32;8;DIV;549;0.86;1.3;DIV;241;0.38;0.57;RPR;24478;38.56;58;DVD;185;0.29;0.44;DVD;78;0.12;0.18;FRN;3634;5.72;8.61;EXD;83;0.13;0.2;;;;;;;;;;;;
75;PARIS;13;13ème circonscription;67363;21305;31.63;46058;68.37;1527;2.27;3.32;44531;66.11;96.68;COM;2190;3.25;4.92;RDG;7418;11.01;16.66;VEC;4816;7.15;10.81;DIV;917;1.36;2.06;RPR;24066;35.73;54.04;DVD;494;0.73;1.11;DVD;4;0.01;0.01;FRN;4442;6.59;9.98;EXD;184;0.27;0.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;PARIS;14;14ème circonscription;49011;14915;30.43;34096;69.57;789;1.61;2.31;33307;67.96;97.69;COM;616;1.26;1.85;SOC;3175;6.48;9.53;MAJ;96;0.2;0.29;GEC;2389;4.87;7.17;DIV;268;0.55;0.8;DIV;119;0.24;0.36;UDF;22136;45.17;66.46;DVD;322;0.66;0.97;DVD;269;0.55;0.81;FRN;3872;7.9;11.63;EXD;45;0.09;0.14;;;;;;;;;;;;;;;;;;;;
75;PARIS;15;15ème circonscription;42162;13983;33.16;28179;66.84;564;1.34;2;27615;65.5;98;COM;355;0.84;1.29;SOC;2233;5.3;8.09;MAJ;76;0.18;0.28;GEC;1481;3.51;5.36;DIV;205;0.49;0.74;DIV;112;0.27;0.41;UDF;19794;46.95;71.68;DVD;115;0.27;0.42;DVD;175;0.42;0.63;FRN;3008;7.13;10.89;EXD;61;0.14;0.22;;;;;;;;;;;;;;;;;;;;
75;PARIS;16;16ème circonscription;53830;17066;31.7;36764;68.3;1057;1.96;2.88;35707;66.33;97.12;COM;823;1.53;2.3;SOC;4224;7.85;11.83;MAJ;111;0.21;0.31;GEC;2768;5.14;7.75;DIV;418;0.78;1.17;DIV;326;0.61;0.91;RPR;22545;41.88;63.14;DVD;372;0.69;1.04;FRN;3963;7.36;11.1;EXD;90;0.17;0.25;EXD;67;0.12;0.19;;;;;;;;;;;;;;;;;;;;
75;PARIS;17;17ème circonscription;52463;19106;36.42;33357;63.58;1088;2.07;3.26;32269;61.51;96.74;EXG;688;1.31;2.13;EXG;312;0.59;0.97;COM;1830;3.49;5.67;SOC;5608;10.69;17.38;MAJ;152;0.29;0.47;VEC;3272;6.24;10.14;DIV;874;1.67;2.71;RPR;14401;27.45;44.63;DVD;327;0.62;1.01;FRN;4708;8.97;14.59;EXD;97;0.18;0.3;;;;;;;;;;;;;;;;;;;;
75;PARIS;18;18ème circonscription;54269;19409;35.76;34860;64.24;1029;1.9;2.95;33831;62.34;97.05;EXG;801;1.48;2.37;COM;2077;3.83;6.14;SOC;6028;11.11;17.82;MAJ;657;1.21;1.94;MAJ;208;0.38;0.61;VEC;3704;6.83;10.95;DIV;737;1.36;2.18;RPR;14788;27.25;43.71;DVD;260;0.48;0.77;DVD;0;0;0;FRN;4459;8.22;13.18;EXD;112;0.21;0.33;;;;;;;;;;;;;;;;
75;PARIS;19;19ème circonscription;41825;16015;38.29;25810;61.71;854;2.04;3.31;24956;59.67;96.69;EXG;282;0.67;1.13;EXG;618;1.48;2.48;COM;1794;4.29;7.19;SOC;5483;13.11;21.97;MAJ;136;0.33;0.54;GEC;2317;5.54;9.28;DIV;576;1.38;2.31;DIV;233;0.56;0.93;UDF;8703;20.81;34.87;DVD;195;0.47;0.78;DVD;127;0.3;0.51;FRN;3604;8.62;14.44;EXD;888;2.12;3.56;;;;;;;;;;;;
