Code du département;Libellé du département;Code de la circonscription;Libellé de la circonscription;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimes;% Exp/Ins;% Exp/Vot;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp
26;DROME;3;3ème circonscription;81391;23903;29.37;57488;70.63;3108;3.82;5.41;54380;66.81;94.59;COM;5121;6.29;9.42;SOC;11009;13.53;20.24;GEC;7277;8.94;13.38;DIV;3413;4.19;6.28;RPR;9996;12.28;18.38;UDF;11360;13.96;20.89;DVD;623;0.77;1.15;FRN;5581;6.86;10.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;DROME;4;4ème circonscription;72892;24412;33.49;48480;66.51;2525;3.46;5.21;45955;63.05;94.79;COM;3626;4.97;7.89;SOC;8786;12.05;19.12;MAJ;410;0.56;0.89;VEC;5317;7.29;11.57;DIV;1401;1.92;3.05;UDF;16766;23;36.48;DVD;1563;2.14;3.4;FRN;7909;10.85;17.21;EXD;177;0.24;0.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;EURE;1;1ère circonscription;72054;20787;28.85;51267;71.15;2225;3.09;4.34;49042;68.06;95.66;COM;5418;7.52;11.05;RDG;5448;7.56;11.11;GEC;3708;5.15;7.56;DIV;2219;3.08;4.52;DIV;522;0.72;1.06;RPR;22806;31.65;46.5;FRN;8495;11.79;17.32;EXD;426;0.59;0.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;EURE;2;2ème circonscription;64511;18903;29.3;45608;70.7;2309;3.58;5.06;43299;67.12;94.94;COM;3779;5.86;8.73;SOC;7366;11.42;17.01;MAJ;1825;2.83;4.21;VEC;3223;5;7.44;DIV;1991;3.09;4.6;RPR;10253;15.89;23.68;UDF;8402;13.02;19.4;FRN;6460;10.01;14.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;EURE;3;3ème circonscription;68901;19417;28.18;49484;71.82;2434;3.53;4.92;47050;68.29;95.08;COM;2461;3.57;5.23;SOC;5579;8.1;11.86;MAJ;6251;9.07;13.29;GEC;2509;3.64;5.33;DIV;1557;2.26;3.31;UDF;23235;33.72;49.38;DVD;483;0.7;1.03;FRN;4975;7.22;10.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;EURE;4;4ème circonscription;69334;20316;29.3;49018;70.7;2499;3.6;5.1;46519;67.09;94.9;EXG;1033;1.49;2.22;COM;3480;5.02;7.48;SOC;10640;15.35;22.87;MAJ;417;0.6;0.9;VEC;3172;4.57;6.82;DIV;1858;2.68;3.99;DIV;653;0.94;1.4;DIV;144;0.21;0.31;UDF;17721;25.56;38.09;FRN;7401;10.67;15.91;;;;;;;;;;;;;;;;;;;;;;;;
27;EURE;5;5ème circonscription;73599;20574;27.95;53025;72.05;2454;3.33;4.63;50571;68.71;95.37;COM;7457;10.13;14.75;SOC;7638;10.38;15.1;VEC;3686;5.01;7.29;DIV;2334;3.17;4.62;RPR;20559;27.93;40.65;FRN;8897;12.09;17.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;EURE ET LOIR;1;1ère circonscription;72523;21307;29.38;51216;70.62;2400;3.31;4.69;48816;67.31;95.31;COM;2473;3.41;5.07;SOC;13449;18.54;27.55;MAJ;852;1.17;1.75;MAJ;921;1.27;1.89;VEC;3561;4.91;7.29;DIV;1259;1.74;2.58;RPR;18944;26.12;38.81;DVD;242;0.33;0.5;FRN;6778;9.35;13.88;EXD;337;0.46;0.69;;;;;;;;;;;;;;;;;;;;;;;;
28;EURE ET LOIR;2;2ème circonscription;62999;19241;30.54;43758;69.46;1759;2.79;4.02;41999;66.67;95.98;EXG;417;0.66;0.99;EXG;656;1.04;1.56;COM;1837;2.92;4.37;MAJ;5397;8.57;12.85;MAJ;641;1.02;1.53;VEC;3397;5.39;8.09;DIV;917;1.46;2.18;RPR;12327;19.57;29.35;DVD;507;0.8;1.21;FRN;15476;24.57;36.85;EXD;427;0.68;1.02;;;;;;;;;;;;;;;;;;;;
28;EURE ET LOIR;3;3ème circonscription;67522;20182;29.89;47340;70.11;2902;4.3;6.13;44438;65.81;93.87;COM;2323;3.44;5.23;SOC;10645;15.77;23.95;MAJ;228;0.34;0.51;MAJ;871;1.29;1.96;MAJ;965;1.43;2.17;GEC;2748;4.07;6.18;DIV;1105;1.64;2.49;UDF;18181;26.93;40.91;FRN;6937;10.27;15.61;EXD;435;0.64;0.98;;;;;;;;;;;;;;;;;;;;;;;;
28;EURE ET LOIR;4;4ème circonscription;63791;17391;27.26;46400;72.74;3021;4.74;6.51;43379;68;93.49;COM;4159;6.52;9.59;SOC;5468;8.57;12.61;VEC;3005;4.71;6.93;DIV;1826;2.86;4.21;UDF;16575;25.98;38.21;DVD;4262;6.68;9.83;DVD;2044;3.2;4.71;FRN;6040;9.47;13.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;FINISTERE;1;1ère circonscription;72598;19826;27.31;52772;72.69;3550;4.89;6.73;49222;67.8;93.27;EXG;1097;1.51;2.23;COM;2645;3.64;5.37;SOC;12802;17.63;26.01;DIV;1776;2.45;3.61;DIV;2320;3.2;4.71;RPR;8850;12.19;17.98;RPR;16123;22.21;32.76;FRN;3609;4.97;7.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;FINISTERE;2;2ème circonscription;70897;24403;34.42;46494;65.58;1820;2.57;3.91;44674;63.01;96.09;EXG;1480;2.09;3.31;EXG;603;0.85;1.35;EXG;564;0.8;1.26;COM;1500;2.12;3.36;SOC;10674;15.06;23.89;VEC;3906;5.51;8.74;DIV;143;0.2;0.32;DIV;479;0.68;1.07;DIV;982;1.39;2.2;RPR;12987;18.32;29.07;UDF;7712;10.88;17.26;FRN;3644;5.14;8.16;;;;;;;;;;;;;;;;
29;FINISTERE;3;3ème circonscription;83318;26565;31.88;56753;68.12;2909;3.49;5.13;53844;64.62;94.87;EXG;1595;1.91;2.96;COM;1931;2.32;3.59;SOC;10838;13.01;20.13;VEC;5520;6.63;10.25;DIV;164;0.2;0.3;DIV;1574;1.89;2.92;RPR;19189;23.03;35.64;DVD;8212;9.86;15.25;FRN;4821;5.79;8.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;FINISTERE;4;4ème circonscription;77648;22336;28.77;55312;71.23;2800;3.61;5.06;52512;67.63;94.94;EXG;855;1.1;1.63;COM;3181;4.1;6.06;SOC;15311;19.72;29.16;GEC;3919;5.05;7.46;DIV;1776;2.29;3.38;UDF;24127;31.07;45.95;FRN;3343;4.31;6.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;FINISTERE;5;5ème circonscription;79584;22716;28.54;56868;71.46;2680;3.37;4.71;54188;68.09;95.29;COM;1816;2.28;3.35;SOC;9229;11.6;17.03;VEC;7217;9.07;13.32;RPR;31570;39.67;58.26;FRN;4356;5.47;8.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;FINISTERE;6;6ème circonscription;84741;23483;27.71;61258;72.29;2615;3.09;4.27;58643;69.2;95.73;COM;5101;6.02;8.7;SOC;17570;20.73;29.96;GEC;2648;3.12;4.52;REG;168;0.2;0.29;REG;5;0.01;0.01;DIV;1047;1.24;1.79;DIV;586;0.69;1;UDF;27032;31.9;46.1;FRN;4486;5.29;7.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;FINISTERE;7;7ème circonscription;77019;24473;31.78;52546;68.22;3602;4.68;6.85;48944;63.55;93.15;COM;4297;5.58;8.78;SOC;9234;11.99;18.87;GEC;3598;4.67;7.35;REG;120;0.16;0.25;DIV;646;0.84;1.32;DIV;1153;1.5;2.36;UDF;25991;33.75;53.1;FRN;3905;5.07;7.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;FINISTERE;8;8ème circonscription;75488;22094;29.27;53394;70.73;2447;3.24;4.58;50947;67.49;95.42;EXG;2222;2.94;4.36;COM;3223;4.27;6.33;SOC;16578;21.96;32.54;VEC;3366;4.46;6.61;REG;2;0;0;DIV;1541;2.04;3.02;DIV;1266;1.68;2.48;DVD;19356;25.64;37.99;FRN;3393;4.49;6.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;GARD;1;1ère circonscription;72802;25607;35.17;47195;64.83;2445;3.36;5.18;44750;61.47;94.82;EXG;460;0.63;1.03;EXG;512;0.7;1.14;COM;6400;8.79;14.3;SOC;5918;8.13;13.22;MAJ;870;1.2;1.94;MAJ;1123;1.54;2.51;GEC;2962;4.07;6.62;DIV;376;0.52;0.84;DIV;1038;1.43;2.32;DIV;229;0.31;0.51;FRN;9572;13.15;21.39;EXD;218;0.3;0.49;;;;;;;;;;;;;;;;
30;GARD;2;2ème circonscription;89302;27871;31.21;61431;68.79;3479;3.9;5.66;57952;64.89;94.34;COM;9549;10.69;16.48;MAJ;7359;8.24;12.7;GEC;3608;4.04;6.23;DIV;253;0.28;0.44;DIV;1424;1.59;2.46;DIV;117;0.13;0.2;DIV;445;0.5;0.77;RPR;8442;9.45;14.57;DVD;1684;1.89;2.91;FRN;11890;13.31;20.52;;;;;;;;;;;;;;;;;;;;;;;;
30;GARD;3;3ème circonscription;90414;24798;27.43;65616;72.57;3397;3.76;5.18;62219;68.82;94.82;COM;6921;7.65;11.12;MAJ;17657;19.53;28.38;VEC;4369;4.83;7.02;DIV;1661;1.84;2.67;RPR;13129;14.52;21.1;UDF;7057;7.81;11.34;FRN;9967;11.02;16.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;GARD;4;4ème circonscription;77579;23237;29.95;54342;70.05;3582;4.62;6.59;50760;65.43;93.41;EXG;758;0.98;1.49;EXG;428;0.55;0.84;COM;12335;15.9;24.3;SOC;4682;6.04;9.22;MAJ;4312;5.56;8.49;VEC;3365;4.34;6.63;DIV;570;0.73;1.12;DIV;210;0.27;0.41;RPR;3499;4.51;6.89;UDF;10507;13.54;20.7;DVD;1843;2.38;3.63;FRN;8251;10.64;16.25;;;;;;;;;;;;;;;;
30;GARD;5;5ème circonscription;77179;23734;30.75;53445;69.25;3504;4.54;6.56;49941;64.71;93.44;EXG;1021;1.32;2.04;COM;8506;11.02;17.03;SOC;10719;13.89;21.46;VEC;4365;5.66;8.74;DIV;2465;3.19;4.94;DIV;305;0.4;0.61;DIV;1303;1.69;2.61;RPR;13685;17.73;27.4;FRN;7572;9.81;15.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;HAUTE GARONNE;1;1ère circonscription;61118;22436;36.71;38682;63.29;1516;2.48;3.92;37166;60.81;96.08;COM;2630;4.3;7.08;SOC;7051;11.54;18.97;VEC;3113;5.09;8.38;DIV;70;0.11;0.19;DIV;703;1.15;1.89;DIV;141;0.23;0.38;UDF;19599;32.07;52.73;DVD;133;0.22;0.36;FRN;3726;6.1;10.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;HAUTE GARONNE;2;2ème circonscription;86846;24670;28.41;62176;71.59;3546;4.08;5.7;58630;67.51;94.3;EXG;1069;1.23;1.82;EXG;323;0.37;0.55;COM;3794;4.37;6.47;SOC;15565;17.92;26.55;VEC;4838;5.57;8.25;DIV;215;0.25;0.37;DIV;638;0.73;1.09;DIV;1292;1.49;2.2;DIV;535;0.62;0.91;RPR;22430;25.83;38.26;DVD;682;0.79;1.16;DVD;285;0.33;0.49;FRN;6964;8.02;11.88;;;;;;;;;;;;
31;HAUTE GARONNE;3;3ème circonscription;71010;20507;28.88;50503;71.12;3002;4.23;5.94;47501;66.89;94.06;EXG;1099;1.55;2.31;COM;3380;4.76;7.12;SOC;11350;15.98;23.89;VEC;3592;5.06;7.56;DIV;1857;2.62;3.91;DIV;274;0.39;0.58;DIV;824;1.16;1.73;DIV;405;0.57;0.85;DIV;729;1.03;1.53;UDF;19377;27.29;40.79;FRN;4614;6.5;9.71;;;;;;;;;;;;;;;;;;;;
31;HAUTE GARONNE;4;4ème circonscription;50284;18684;37.16;31600;62.84;1320;2.63;4.18;30280;60.22;95.82;EXG;461;0.92;1.52;EXG;206;0.41;0.68;EXG;475;0.94;1.57;COM;2174;4.32;7.18;SOC;6049;12.03;19.98;GEC;2602;5.17;8.59;DIV;120;0.24;0.4;DIV;756;1.5;2.5;RPR;13704;27.25;45.26;FRN;3733;7.42;12.33;;;;;;;;;;;;;;;;;;;;;;;;
31;HAUTE GARONNE;5;5ème circonscription;100146;26950;26.91;73196;73.09;4961;4.95;6.78;68235;68.14;93.22;EXG;1831;1.83;2.68;COM;5400;5.39;7.91;SOC;17785;17.76;26.06;GEC;6056;6.05;8.88;DIV;628;0.63;0.92;DIV;2778;2.77;4.07;RPR;25164;25.13;36.88;FRN;8593;8.58;12.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;HAUTE GARONNE;6;6ème circonscription;77564;21894;28.23;55670;71.77;3236;4.17;5.81;52434;67.6;94.19;EXG;1162;1.5;2.22;EXG;1114;1.44;2.12;COM;4003;5.16;7.63;SOC;12050;15.54;22.98;GEC;4298;5.54;8.2;DIV;357;0.46;0.68;DIV;2053;2.65;3.92;UDF;20202;26.05;38.53;FRN;7195;9.28;13.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;HAUTE GARONNE;7;7ème circonscription;93008;22095;23.76;70913;76.24;4610;4.96;6.5;66303;71.29;93.5;EXG;1831;1.97;2.76;COM;5331;5.73;8.04;SOC;19496;20.96;29.4;VEC;5149;5.54;7.77;DIV;508;0.55;0.77;DIV;2315;2.49;3.49;UDF;24850;26.72;37.48;FRN;6823;7.34;10.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;HAUTE GARONNE;8;8ème circonscription;78551;23073;29.37;55478;70.63;3465;4.41;6.25;52013;66.22;93.75;EXG;409;0.52;0.79;COM;3686;4.69;7.09;SOC;17707;22.54;34.04;GEC;2480;3.16;4.77;DIV;1302;1.66;2.5;DIV;434;0.55;0.83;DIV;2031;2.59;3.9;DIV;194;0.25;0.37;RPR;19608;24.96;37.7;FRN;4162;5.3;8;;;;;;;;;;;;;;;;;;;;;;;;
32;GERS;1;1ère circonscription;71472;19960;27.93;51512;72.07;3617;5.06;7.02;47895;67.01;92.98;COM;3886;5.44;8.11;SOC;12254;17.15;25.59;GEC;2617;3.66;5.46;DIV;245;0.34;0.51;DIV;1456;2.04;3.04;RPR;14974;20.95;31.26;UDF;8131;11.38;16.98;DVD;1145;1.6;2.39;FRN;3187;4.46;6.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;GERS;2;2ème circonscription;66030;17619;26.68;48411;73.32;3235;4.9;6.68;45176;68.42;93.32;COM;3533;5.35;7.82;SOC;11588;17.55;25.65;VEC;2940;4.45;6.51;DIV;610;0.92;1.35;DIV;344;0.52;0.76;DIV;1760;2.67;3.9;UDF;20790;31.49;46.02;FRN;3611;5.47;7.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;GIRONDE;1;1ère circonscription;70329;23278;33.1;47051;66.9;2176;3.09;4.62;44875;63.81;95.38;EXG;1073;1.53;2.39;COM;2814;4;6.27;SOC;8226;11.7;18.33;VEC;4883;6.94;10.88;DIV;261;0.37;0.58;DIV;1119;1.59;2.49;RPR;21042;29.92;46.89;FRN;5457;7.76;12.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;GIRONDE;2;2ème circonscription;52059;19595;37.64;32464;62.36;1599;3.07;4.93;30865;59.29;95.07;EXG;426;0.82;1.38;COM;1787;3.43;5.79;RDG;1426;2.74;4.62;GEC;3287;6.31;10.65;DIV;1818;3.49;5.89;DIV;671;1.29;2.17;DIV;692;1.33;2.24;DIV;85;0.16;0.28;RPR;12861;24.7;41.67;FRN;3927;7.54;12.72;;;;;;;;;;;;;;;;;;;;;;;;
33;GIRONDE;3;3ème circonscription;64098;20801;32.45;43297;67.55;2459;3.84;5.68;40838;63.71;94.32;EXG;454;0.71;1.11;EXG;774;1.21;1.9;EXG;314;0.49;0.77;COM;5518;8.61;13.51;SOC;7444;11.61;18.23;GEC;7232;11.28;17.71;DIV;114;0.18;0.28;DIV;841;1.31;2.06;DIV;422;0.66;1.03;RPR;13602;21.22;33.31;DVD;6;0.01;0.01;DVD;231;0.36;0.57;FRN;3886;6.06;9.52;;;;;;;;;;;;
33;GIRONDE;4;4ème circonscription;70418;22256;31.61;48162;68.39;3060;4.35;6.35;45102;64.05;93.65;EXG;1279;1.82;2.84;COM;4387;6.23;9.73;SOC;14639;20.79;32.46;VEC;3764;5.35;8.35;REG;586;0.83;1.3;DIV;648;0.92;1.44;DIV;778;1.1;1.72;DIV;569;0.81;1.26;RPR;12260;17.41;27.18;FRN;6192;8.79;13.73;;;;;;;;;;;;;;;;;;;;;;;;
33;GIRONDE;5;5ème circonscription;77494;22777;29.39;54717;70.61;2799;3.61;5.12;51918;67;94.88;EXG;1401;1.81;2.7;COM;3098;4;5.97;SOC;11334;14.63;21.83;GEC;2999;3.87;5.78;DIV;7173;9.26;13.82;DIV;1626;2.1;3.13;UDF;19113;24.66;36.81;FRN;5174;6.68;9.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;GIRONDE;6;6ème circonscription;71014;20171;28.4;50843;71.6;3061;4.31;6.02;47782;67.29;93.98;EXG;458;0.64;0.96;EXG;979;1.38;2.05;COM;2706;3.81;5.66;SOC;15812;22.27;33.09;GEC;4049;5.7;8.47;DIV;237;0.33;0.5;DIV;1106;1.56;2.31;UDF;16341;23.01;34.2;DVD;533;0.75;1.12;FRN;5114;7.2;10.7;EXD;447;0.63;0.94;;;;;;;;;;;;;;;;;;;;
33;GIRONDE;7;7ème circonscription;80576;24429;30.32;56147;69.68;3036;3.77;5.41;53111;65.91;94.59;EXG;1390;1.73;2.62;COM;3563;4.42;6.71;SOC;15772;19.57;29.7;VEC;5030;6.24;9.47;DIV;3044;3.78;5.73;DIV;219;0.27;0.41;DIV;1107;1.37;2.08;DIV;1207;1.5;2.27;DIV;12;0.01;0.02;UDF;16672;20.69;31.39;DVD;4;0;0.01;FRN;5091;6.32;9.59;;;;;;;;;;;;;;;;
33;GIRONDE;8;8ème circonscription;88967;26115;29.35;62852;70.65;3022;3.4;4.81;59830;67.25;95.19;COM;3432;3.86;5.74;SOC;10548;11.86;17.63;GEC;3514;3.95;5.87;DIV;6588;7.4;11.01;DIV;1342;1.51;2.24;DIV;284;0.32;0.47;UDF;21820;24.53;36.47;DVD;5314;5.97;8.88;DVD;941;1.06;1.57;FRN;6047;6.8;10.11;;;;;;;;;;;;;;;;;;;;;;;;
33;GIRONDE;9;9ème circonscription;86634;24314;28.07;62320;71.93;3479;4.02;5.58;58841;67.92;94.42;COM;7956;9.18;13.52;SOC;12941;14.94;21.99;GEC;3302;3.81;5.61;DIV;3735;4.31;6.35;DIV;272;0.31;0.46;DIV;1378;1.59;2.34;RPR;19910;22.98;33.84;DVD;2407;2.78;4.09;DVD;281;0.32;0.48;FRN;6286;7.26;10.68;EXD;373;0.43;0.63;;;;;;;;;;;;;;;;;;;;
33;GIRONDE;10;10ème circonscription;72326;20745;28.68;51581;71.32;3021;4.18;5.86;48560;67.14;94.14;COM;2767;3.83;5.7;SOC;13731;18.98;28.28;VEC;2377;3.29;4.89;DIV;917;1.27;1.89;DIV;2206;3.05;4.54;DIV;1030;1.42;2.12;DIV;83;0.11;0.17;DIV;2;0;0;RPR;16261;22.48;33.49;DVD;2612;3.61;5.38;DVD;1450;2;2.99;FRN;4885;6.75;10.06;EXD;239;0.33;0.49;;;;;;;;;;;;
33;GIRONDE;11;11ème circonscription;71094;20067;28.23;51027;71.77;2782;3.91;5.45;48245;67.86;94.55;COM;2823;3.97;5.85;SOC;14254;20.05;29.55;VEC;2572;3.62;5.33;DIV;3953;5.56;8.19;DIV;717;1.01;1.49;DIV;1386;1.95;2.87;UDF;18191;25.59;37.71;FRN;4349;6.12;9.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;1;1ère circonscription;60589;21326;35.2;39263;64.8;2094;3.46;5.33;37169;61.35;94.67;EXG;687;1.13;1.85;COM;2443;4.03;6.57;SOC;6246;10.31;16.8;MAJ;394;0.65;1.06;GEC;3966;6.55;10.67;DIV;179;0.3;0.48;DIV;1094;1.81;2.94;UDF;14661;24.2;39.44;DVD;479;0.79;1.29;FRN;6763;11.16;18.2;EXD;257;0.42;0.69;;;;;;;;;;;;;;;;;;;;
34;HERAULT;2;2ème circonscription;54726;18851;34.45;35875;65.55;1590;2.91;4.43;34285;62.65;95.57;EXG;1015;1.85;2.96;EXG;559;1.02;1.63;COM;2034;3.72;5.93;MAJ;6595;12.05;19.24;VEC;3209;5.86;9.36;DIV;110;0.2;0.32;DIV;670;1.22;1.95;RPR;7444;13.6;21.71;UDF;5810;10.62;16.95;DVD;404;0.74;1.18;FRN;4967;9.08;14.49;EXD;103;0.19;0.3;;;;;;;;;;;;;;;;
34;HERAULT;3;3ème circonscription;91092;27083;29.73;64009;70.27;3620;3.97;5.66;60389;66.29;94.34;COM;4984;5.47;8.25;SOC;11379;12.49;18.84;MAJ;1637;1.8;2.71;VEC;5656;6.21;9.37;DIV;1681;1.85;2.78;RPR;24120;26.48;39.94;FRN;10194;11.19;16.88;EXD;738;0.81;1.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;4;4ème circonscription;98869;26620;26.92;72249;73.08;3443;3.48;4.77;68806;69.59;95.23;EXG;1037;1.05;1.51;EXG;641;0.65;0.93;COM;4793;4.85;6.97;SOC;11825;11.96;17.19;GEC;4840;4.9;7.03;DIV;449;0.45;0.65;DIV;373;0.38;0.54;RPR;20316;20.55;29.53;DVD;488;0.49;0.71;DVD;921;0.93;1.34;FRN;8196;8.29;11.91;EXD;328;0.33;0.48;;;;;;;;;;;;;;;;
34;HERAULT;5;5ème circonscription;82149;24583;29.92;57566;70.08;3606;4.39;6.26;53960;65.69;93.74;COM;8206;9.99;15.21;SOC;12270;14.94;22.74;MAJ;434;0.53;0.8;VEC;3409;4.15;6.32;DIV;2321;2.83;4.3;DIV;1470;1.79;2.72;UDF;15426;18.78;28.59;DVD;3594;4.37;6.66;FRN;6240;7.6;11.56;EXD;590;0.72;1.09;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;6;6ème circonscription;76258;23693;31.07;52565;68.93;2677;3.51;5.09;49888;65.42;94.91;COM;7136;9.36;14.3;SOC;8372;10.98;16.78;GEC;3846;5.04;7.71;DIV;1288;1.69;2.58;RPR;10441;13.69;20.93;UDF;10403;13.64;20.85;FRN;7895;10.35;15.83;EXD;507;0.66;1.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;HERAULT;7;7ème circonscription;88904;26606;29.93;62298;70.07;3121;3.51;5.01;59177;66.56;94.99;EXG;485;0.55;0.82;COM;11221;12.62;18.96;SOC;9490;10.67;16.04;GEC;6482;7.29;10.95;DIV;331;0.37;0.56;DIV;1168;1.31;1.97;UDF;19722;22.18;33.33;FRN;9755;10.97;16.48;EXD;523;0.59;0.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;1;1ère circonscription;69504;25319;36.43;44185;63.57;2240;3.22;5.07;41945;60.35;94.93;EXG;522;0.75;1.24;EXG;1252;1.8;2.98;COM;2619;3.77;6.24;SOC;11937;17.17;28.46;GEC;5310;7.64;12.66;DIV;167;0.24;0.4;DIV;794;1.14;1.89;DIV;1176;1.69;2.8;UDF;14442;20.78;34.43;DVD;643;0.93;1.53;FRN;3083;4.44;7.35;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;2;2ème circonscription;81218;25458;31.35;55760;68.65;2802;3.45;5.03;52958;65.2;94.97;EXG;773;0.95;1.46;EXG;1505;1.85;2.84;COM;1644;2.02;3.1;SOC;14038;17.28;26.51;VEC;7087;8.73;13.38;DIV;189;0.23;0.36;DIV;423;0.52;0.8;DIV;635;0.78;1.2;RPR;16658;20.51;31.46;DVD;6848;8.43;12.93;FRN;3158;3.89;5.96;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;3;3ème circonscription;76176;24282;31.88;51894;68.12;2727;3.58;5.25;49167;64.54;94.75;EXG;637;0.84;1.3;EXG;1270;1.67;2.58;COM;1704;2.24;3.47;SOC;10249;13.45;20.85;MAJ;603;0.79;1.23;GEC;5547;7.28;11.28;REG;691;0.91;1.41;DIV;285;0.37;0.58;DIV;1197;1.57;2.43;UDF;23710;31.13;48.22;FRN;3274;4.3;6.66;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;4;4ème circonscription;84266;24026;28.51;60240;71.49;2996;3.56;4.97;57244;67.93;95.03;COM;3015;3.58;5.27;SOC;8722;10.35;15.24;GEC;5388;6.39;9.41;DIV;415;0.49;0.72;DIV;1856;2.2;3.24;UDF;33538;39.8;58.59;FRN;4310;5.11;7.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;5;5ème circonscription;95975;26029;27.12;69946;72.88;3918;4.08;5.6;66028;68.8;94.4;EXG;1963;2.05;2.97;COM;1565;1.63;2.37;SOC;7872;8.2;11.92;VEC;6949;7.24;10.52;DIV;352;0.37;0.53;DIV;845;0.88;1.28;DIV;1273;1.33;1.93;UDF;41085;42.81;62.22;FRN;4124;4.3;6.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;6;6ème circonscription;70219;19267;27.44;50952;72.56;3511;5;6.89;47441;67.56;93.11;COM;1882;2.68;3.97;MAJ;9327;13.28;19.66;VEC;4686;6.67;9.88;REG;75;0.11;0.16;DIV;404;0.58;0.85;DIV;186;0.26;0.39;DIV;1011;1.44;2.13;RPR;11964;17.04;25.22;UDF;15380;21.9;32.42;FRN;2526;3.6;5.32;;;;;;;;;;;;;;;;;;;;;;;;
35;ILLE ET VILAINE;7;7ème circonscription;87409;27206;31.12;60203;68.88;3222;3.69;5.35;56981;65.19;94.65;COM;2512;2.87;4.41;SOC;9353;10.7;16.41;MAJ;304;0.35;0.53;VEC;4798;5.49;8.42;REG;1196;1.37;2.1;DIV;299;0.34;0.52;DIV;1193;1.36;2.09;UDF;27384;31.33;48.06;DVD;4993;5.71;8.76;FRN;4949;5.66;8.69;;;;;;;;;;;;;;;;;;;;;;;;
36;INDRE;1;1ère circonscription;55013;15621;28.4;39392;71.6;2459;4.47;6.24;36933;67.14;93.76;COM;3479;6.32;9.42;SOC;8268;15.03;22.39;VEC;2325;4.23;6.3;DIV;1019;1.85;2.76;RPR;5825;10.59;15.77;UDF;1118;2.03;3.03;DVD;785;1.43;2.13;FRN;3693;6.71;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
